DATE,GAC,NOC,SHC,UOC,DTC,IVC,PPC,PRC,NEC,AWC,GAF,NOF,SHF,UOF,DTF,IVF,PPF,PRF,NEF,AWF,CEF
Sep-10,4.5,-2.3,4.1,-5.2,-1.8,-16.3,18.1,-7.3,3.6,-14.6,26.6,22.0,22.7,-2.1,-10.5,-7.4,26.2,12.1,7.0,2.4,9.1
Oct-10,0.3,-3.9,-1.9,-11.0,1.8,-11.4,32.7,-5.6,6.0,-5.1,41.8,43.5,36.0,10.2,3.1,1.2,45.9,18.3,22.8,24.2,23.4
Nov-10,19.1,8.9,13.8,2.1,1.7,-5.4,34.0,-0.8,11.0,5.6,47.0,39.6,40.2,12.0,6.8,-7.3,52.5,31.3,23.1,20.1,21.3
Dec-10,15.4,7.4,5.3,-0.1,3.4,-1.4,42.7,5.3,4.0,14.0,47.0,43.1,42.3,15.2,5.5,6.7,56.3,24.2,29.5,21.7,30.5
Jan-11,16.5,20.1,11.2,5.9,-0.2,7.2,48.3,12.6,14.1,10.4,43.8,35.9,38.1,10.6,12.5,6.5,58.8,34.6,29.9,20.1,28.5
Feb-11,28.8,19.7,24.5,10.4,4.0,-1.5,61.6,13.7,17.7,7.9,41.9,38.7,43.8,16.2,2.6,1.6,68.2,31.6,23.7,12.7,13.5
Mar-11,36.5,34.1,28.6,11.3,4.7,8.6,59.2,17.9,14.9,8.7,57.0,55.4,54.7,14.8,5.8,5.3,61.6,33.5,26.3,15.0,29.8
Apr-11,12.9,13.7,21.1,7.9,9.4,-1.0,52.7,22.9,11.6,12.1,35.7,30.9,36.4,11.9,1.4,9.6,56.4,36.4,34.8,17.5,20.0
May-11,6.2,8.3,9.4,-3.2,0.0,-6.3,51.2,20.6,23.2,5.6,26.2,25.3,28.7,2.5,-0.9,5.3,54.8,28.5,22.8,11.6,24.6
Jun-11,-0.5,-5.2,7.5,-8.4,-12.5,-6.8,35.9,6.1,4.5,4.6,8.5,8.5,8.6,-6.6,-7.9,-13.7,40.7,6.8,5.6,4.1,10.8
Jul-11,7.1,4.2,7.2,-11.3,6.9,1.5,34.1,5.7,11.3,-2.5,28.6,32.1,27.8,6.1,3.7,9.8,48.3,17.2,14.5,6.0,18.1
Aug-11,-19.6,-17.5,-2.5,-14.8,-12.1,-7.6,23.5,-3.1,0.7,-7.7,12.6,26.9,23.3,2.7,-4.3,-15.4,42.7,22.8,14.5,1.2,9.0
Sep-11,-10.6,-5.6,-9.2,-8.0,-4.9,10.6,30.0,6.4,7.5,-5.0,18.1,19.5,21.9,3.8,-3.3,-9.7,38.3,20.5,7.8,4.4,6.3
Oct-11,6.2,5.9,8.6,-0.2,0.7,-5.6,22.8,1.7,6.6,3.9,26.1,28.6,29.6,4.3,-2.1,-7.8,41.4,27.6,16.8,7.8,15.6
Nov-11,4.0,1.6,6.3,-2.9,1.6,5.7,21.8,5.2,10.8,6.2,36.4,36.2,33.7,7.9,-3.1,-8.5,34.4,26.2,25.8,3.2,15.9
Dec-11,2.4,4.4,5.3,1.7,-1.8,-10.3,25.0,5.6,10.2,-2.2,33.7,38.6,31.6,5.2,-4.3,-4.6,42.7,21.1,10.5,1.3,14.1
Jan-12,7.5,10.6,4.6,-5.7,-5.7,-1.9,26.1,9.1,9.6,7.5,43.5,43.5,43.7,14.2,-3.2,-0.8,47.9,21.9,19.1,7.5,24.5
Feb-12,10.3,11.5,8.9,-1.0,-4.3,-14.6,33.7,10.4,-1.3,7.0,30.2,32.2,28.2,8.6,-2.7,0.5,51.1,26.4,21.6,10.0,16.3
Mar-12,8.8,0.0,1.5,-10.7,-8.5,-1.2,17.4,6.9,4.8,1.2,30.4,37.1,30.9,9.8,-2.9,0.5,38.7,24.8,20.5,11.8,10.9
Apr-12,5.6,0.6,-3.2,0.6,0.1,5.6,21.7,9.6,15.0,-6.1,39.9,42.4,34.9,10.7,-5.9,10.3,37.2,25.1,27.5,9.5,21.3
May-12,-0.8,2.2,9.0,-5.2,-11.1,2.5,10.0,1.1,1.3,-2.7,24.9,35.4,31.0,8.3,-3.0,-8.4,40.4,9.3,15.3,0.2,7.2
Jun-12,-12.6,-17.8,-11.1,-10.4,-11.9,-5.6,1.0,-6.4,3.7,-15.7,25.4,34.3,37.1,2.9,-6.5,-10.2,32.8,16.8,16.4,4.8,14.5
Jul-12,-12.7,-3.5,-11.1,-8.9,-16.3,-4.3,8.1,3.3,-6.0,-16.5,21.5,25.5,19.6,3.0,-13.9,-11.5,27.3,20.3,12.5,12.8,3.0
Aug-12,-2.6,1.6,-2.6,-10.2,-8.2,-5.4,16.3,7.0,-5.0,-9.7,20.0,25.9,17.4,3.3,-1.5,-0.3,34.9,23.9,14.5,7.1,8.7
Sep-12,0.2,0.7,-12.9,-7.6,-8.7,-20.1,12.9,2.8,-7.6,-5.5,31.7,42.7,34.9,9.0,5.8,-5.3,38.3,24.8,14.2,11.7,3.0
Oct-12,-1.2,-4.7,-6.7,-11.0,-15.8,-3.3,17.4,4.8,-9.1,-7.5,17.2,20.8,20.8,7.6,-1.0,-2.8,44.3,14.9,9.1,10.4,2.3
Nov-12,-10.6,-7.3,-6.5,-7.0,-14.7,-14.7,22.2,4.8,-7.7,-8.5,16.6,22.5,23.9,1.2,-4.3,-0.5,45.8,10.6,4.2,6.6,2.2
Dec-12,2.5,2.6,12.4,-1.7,-4.9,-11.0,21.1,9.2,2.0,-3.0,22.4,28.9,27.3,3.8,2.8,-4.5,41.9,21.7,15.1,13.5,16.9
Jan-13,-1.4,-2.0,0.4,-1.0,-2.9,-1.2,13.0,0.6,-5.6,-4.1,29.0,31.9,36.7,5.0,-3.2,-3.7,35.1,21.8,12.6,9.6,9.8
Feb-13,-5.5,0.5,2.6,-10.6,-4.6,-10.8,13.3,0.3,-1.3,-0.1,31.9,38.9,33.6,8.9,1.1,-3.1,35.1,23.1,16.5,7.9,16.6
Mar-13,2.0,0.2,6.0,-6.4,-7.5,-1.3,13.3,1.1,1.1,-11.3,35.5,38.0,34.0,11.8,1.2,-5.8,35.2,20.3,9.5,8.7,3.2
Apr-13,0.4,0.6,4.6,-8.2,-7.1,-20.4,11.4,-2.4,-5.8,-4.2,30.6,34.4,34.1,4.3,-1.1,-3.8,31.5,16.8,12.7,10.6,8.3
May-13,0.3,-4.1,-0.2,-4.7,-4.0,3.1,12.4,0.2,-7.1,-8.1,39.5,42.1,39.2,13.9,2.0,0.3,35.4,19.6,15.0,13.3,11.3
Jun-13,12.7,11.7,8.2,-6.8,-6.6,-4.3,16.6,11.3,-3.3,1.8,37.2,40.1,39.7,14.1,4.8,-0.7,29.6,24.1,23.5,6.9,22.6
Jul-13,15.9,7.7,8.8,-2.6,-1.8,-17.1,18.9,5.6,7.1,3.7,41.6,52.3,44.9,21.4,9.0,23.0,40.2,24.7,32.8,11.7,26.3
Aug-13,8.0,8.9,2.7,-0.9,-7.0,-10.2,17.8,13.0,8.1,-1.6,38.5,39.1,38.9,9.9,2.0,6.4,34.1,23.0,22.4,12.6,19.0
Sep-13,20.6,19.2,18.7,2.4,-3.0,-1.9,22.2,11.9,7.1,10.2,48.9,51.5,48.2,13.8,4.6,8.7,37.4,27.2,22.4,13.4,25.7
Oct-13,13.4,23.0,16.9,4.3,4.8,4.4,18.4,9.4,13.5,7.8,55.5,61.2,51.8,16.6,-2.4,5.8,41.6,34.1,26.2,9.6,25.7
Nov-13,4.7,9.0,5.4,-6.6,-1.2,9.3,23.5,6.8,-0.9,-10.6,42.0,46.0,40.7,12.4,2.2,0.7,40.8,36.1,24.2,15.9,17.7
Dec-13,3.9,12.1,9.3,-4.7,-8.2,10.2,17.6,9.4,4.0,1.4,41.1,44.6,39.5,12.3,2.5,-1.2,40.0,28.0,20.7,8.0,13.5
Jan-14,15.4,7.9,12.8,0.9,-0.9,-12.7,20.1,7.7,10.8,-0.6,38.1,40.7,37.0,14.5,-3.7,0.5,37.5,13.8,21.3,7.0,21.3
Feb-14,2.0,4.3,-5.8,-0.7,0.4,1.4,16.8,10.3,6.9,-2.5,43.7,39.5,41.8,12.5,1.5,7.4,28.9,19.9,19.0,1.8,22.2
Mar-14,12.6,6.6,11.7,2.9,-1.2,-5.1,21.1,6.9,3.3,3.3,42.2,38.5,46.2,5.6,5.3,14.1,33.1,20.0,31.2,5.3,26.2
Apr-14,16.9,17.1,24.5,4.5,-7.7,0.9,20.7,10.0,6.5,7.9,39.2,38.7,40.9,6.9,6.6,13.1,39.1,21.6,20.7,3.6,24.5
May-14,18.3,14.6,19.4,1.3,-2.1,-0.3,26.3,16.8,7.2,6.2,43.8,42.6,44.5,13.8,2.7,17.1,39.2,30.0,26.6,9.0,23.2
Jun-14,14.2,10.3,15.5,8.8,5.5,-4.6,25.4,9.4,12.9,6.7,53.4,55.6,47.7,20.3,-4.0,24.6,42.2,30.0,28.6,14.8,29.3
Jul-14,21.4,29.5,27.5,6.6,7.8,8.0,30.4,14.4,13.3,8.4,53.8,48.8,53.2,10.4,1.3,7.8,36.5,21.7,27.6,11.8,19.7
Aug-14,22.6,15.4,14.5,-4.4,2.3,7.4,21.8,6.4,13.1,9.5,62.0,51.5,58.0,20.9,8.3,8.0,45.0,27.6,21.6,12.8,15.8
Sep-14,21.8,13.7,16.9,3.2,1.6,5.1,21.6,7.8,17.4,2.4,46.2,44.6,51.1,15.5,3.2,6.3,39.1,25.7,30.9,6.3,23.1
Oct-14,18.1,16.7,16.9,8.7,-0.4,13.1,25.4,17.7,10.0,-0.8,50.9,49.1,50.1,11.2,12.8,5.4,31.1,21.2,26.4,16.0,21.4
Nov-14,35.7,29.8,29.9,4.1,2.8,5.5,14.4,9.1,18.0,6.4,50.1,44.3,47.2,16.5,5.5,7.8,32.5,18.1,28.9,11.5,22.2
Dec-14,21.7,14.8,12.3,3.9,-1.0,3.2,16.7,12.6,6.4,1.4,47.2,43.9,43.9,17.0,4.5,8.1,25.1,19.7,25.2,16.7,22.3
Jan-15,13.4,10.3,-5.4,-4.2,-7.9,0.9,11.9,1.0,0.0,-4.4,53.9,46.9,44.5,13.1,9.8,7.8,30.8,21.1,26.0,14.0,17.0
Feb-15,10.7,7.7,9.4,8.6,-2.5,15.0,6.3,3.3,5.5,-2.6,34.7,46.1,42.4,13.9,2.0,3.3,34.5,22.8,26.5,14.9,22.9
Mar-15,7.3,0.8,-3.4,-15.2,-12.2,-1.4,0.8,-5.5,3.3,-9.3,37.4,37.5,37.1,12.4,4.0,4.4,29.2,8.6,17.6,-1.3,11.1
Apr-15,9.5,4.3,4.0,-3.5,4.2,4.2,0.0,-3.6,10.1,6.0,39.6,33.7,39.1,17.7,0.8,0.2,20.9,14.6,22.2,6.4,15.6
May-15,5.7,4.6,3.6,0.5,-1.4,-0.8,-14.6,-8.3,5.4,-4.0,38.2,35.2,35.3,13.9,4.9,1.3,24.1,20.9,22.5,9.8,15.4
Jun-15,8.3,10.9,11.9,-0.1,-6.1,0.9,8.7,-0.3,5.8,2.9,43.5,47.9,56.4,22.3,16.6,4.8,39.0,12.5,21.9,21.8,11.4
Jul-15,4.6,3.8,1.5,-8.0,-5.5,-6.1,17.2,1.0,0.8,1.3,40.6,45.6,49.4,29.8,7.3,0.3,33.9,16.3,21.6,12.1,8.8
Aug-15,5.5,6.7,11.3,-1.5,-2.2,-0.9,3.6,-2.9,10.1,6.4,35.1,39.3,28.0,20.5,2.3,11.2,35.2,7.7,21.3,-3.2,16.4
Sep-15,-3.6,10.5,10.7,-7.2,-0.9,-2.8,-2.4,-4.8,8.1,3.8,37.1,41.4,39.3,11.9,-0.2,0.7,25.5,4.7,15.4,3.8,28.2
Oct-15,-4.9,-6.4,-4.4,-11.3,-4.5,-13.4,1.5,0.3,-3.9,-6.2,34.9,36.5,34.8,7.6,-1.3,-8.5,17.7,8.1,11.5,1.4,8.4
Nov-15,-3.3,-7.3,-3.0,-2.0,-3.2,-8.7,-6.8,-1.0,0.0,-16.4,37.4,44.2,40.0,14.2,-0.1,-4.1,23.1,9.7,26.0,16.2,24.9
Dec-15,-9.1,-8.4,0.5,-16.6,-7.0,-3.3,-6.2,-4.1,1.7,2.7,18.4,29.6,31.2,5.6,-3.9,-5.8,23.7,13.1,6.2,-1.7,8.0
Jan-16,-4.3,-2.7,5.0,-9.6,-7.9,-16.7,-1.5,-5.5,-2.6,-2.9,17.9,20.9,21.1,1.2,-6.5,-1.3,20.0,11.9,4.2,1.3,9.0
Feb-16,-5.6,-6.5,4.8,-13.5,-14.2,-14.6,-3.2,-3.8,-6.1,-12.5,15.3,19.9,18.4,-1.7,-10.0,-9.0,13.0,5.2,-0.7,-11.9,4.0
Mar-16,8.5,5.1,13.8,-9.0,-3.6,-16.9,-2.3,1.1,-3.3,1.5,26.3,35.1,33.1,10.0,-3.6,-9.4,21.8,12.4,5.8,6.0,11.6
Apr-16,-1.9,-1.2,-8.1,-5.9,-10.8,-21.4,10.4,3.2,-21.3,-16.4,39.9,43.9,40.1,11.6,-0.8,-1.9,37.0,23.1,12.4,11.6,11.5
May-16,-5.7,-3.4,-3.9,-8.4,-12.1,-3.5,12.3,9.6,-5.7,-17.7,40.0,40.6,38.9,13.8,-2.6,-5.4,25.6,15.0,12.7,15.1,21.8
Jun-16,4.4,-1.0,0.2,-11.7,-8.8,-11.5,19.5,2.3,-10.4,-14.5,37.0,38.4,36.9,4.7,4.8,-4.4,36.3,18.3,13.1,13.7,10.0
Jul-16,1.6,12.2,9.5,2.9,1.3,-7.0,12.5,2.4,2.5,-0.2,36.7,36.0,35.6,16.2,1.8,0.3,28.6,22.9,17.2,12.9,12.5
Aug-16,5.0,-1.3,8.4,-12.6,-3.3,-8.1,20.5,7.6,-14.0,-10.6,42.4,42.5,45.2,4.4,0.4,-4.4,32.2,12.5,15.6,17.2,19.2
Sep-16,12.4,3.1,-7.8,-11.2,-8.0,-25.8,21.7,10.5,-2.3,-8.9,37.5,37.8,33.2,9.6,6.3,5.9,40.7,31.8,24.3,10.0,11.9
Oct-16,11.0,19.8,16.3,0.2,0.7,-9.7,13.9,0.6,-6.3,-3.1,36.4,40.4,40.7,13.3,6.9,9.6,41.4,27.4,24.8,14.1,23.3
Nov-16,10.5,20.2,20.1,7.0,6.1,15.2,28.1,20.8,-3.9,7.6,29.8,35.4,29.5,6.6,3.2,2.1,38.0,29.4,12.1,8.9,20.1
Dec-16,22.5,16.4,25.1,6.4,6.9,4.2,32.8,11.8,5.4,13.1,44.9,44.2,45.2,14.9,12.3,16.1,44.0,28.2,26.0,16.5,31.1
Jan-17,24.4,25.2,23.2,9.7,4.9,11.0,32.1,22.6,14.0,9.0,53.9,51.6,53.3,24.9,12.2,12.0,49.5,27.8,34.5,20.4,20.5
Feb-17,41.4,34.8,32.0,8.3,5.9,-2.5,29.2,10.9,8.7,15.0,48.9,48.7,45.5,17.3,10.3,12.2,47.5,25.6,25.7,17.9,21.4
Mar-17,30.1,29.6,27.7,8.8,3.3,6.4,38.1,17.8,17.1,16.2,55.1,58.1,54.7,14.8,7.1,19.2,50.6,35.7,36.4,18.1,32.6
Apr-17,21.7,26.7,24.6,9.4,10.2,13.9,27.7,12.4,14.7,14.9,46.3,56.1,45.4,20.4,4.7,12.7,36.5,30.2,36.4,17.1,35.3
May-17,33.5,21.6,32.8,8.1,6.0,3.3,22.0,11.7,15.4,16.7,41.4,49.7,41.6,14.1,6.9,13.6,43.6,26.1,29.5,3.2,33.9
Jun-17,28.4,28.0,26.7,15.5,11.6,5.3,22.2,19.2,14.6,15.9,39.0,40.8,42.2,9.9,3.9,19.7,43.3,30.4,31.7,11.7,29.2
Jul-17,22.6,8.6,19.7,10.3,7.5,0.2,19.6,10.7,15.0,8.2,39.8,46.5,35.0,16.4,4.3,25.8,49.0,31.3,32.2,7.9,38.5
Aug-17,20.2,23.3,29.9,12.4,11.5,-5.1,24.3,14.9,13.7,16.9,43.6,50.0,43.2,17.3,8.8,26.1,37.8,36.2,35.2,15.4,41.4
Sep-17,24.3,27.2,27.6,13.9,13.1,-1.3,36.7,24.6,10.3,12.7,54.4,57.5,56.2,13.7,2.8,18.5,46.7,32.1,31.7,17.9,40.1
Oct-17,27.6,21.6,24.6,12.3,23.9,6.6,44.8,17.5,27.7,16.8,47.3,44.1,46.3,17.8,4.1,11.4,60.4,41.2,39.6,16.4,41.5
Nov-17,25.2,27.9,25.4,21.8,18.5,-5.6,40.0,14.1,23.3,18.4,47.9,50.1,45.5,15.6,3.9,23.1,54.8,43.8,38.7,16.5,38.7
Dec-17,29.1,30.9,28.3,12.8,12.5,2.0,31.3,16.1,19.7,18.4,48.2,52.7,49.1,7.7,-4.0,30.2,54.7,38.7,34.3,18.5,36.9
Jan-18,22.3,9.8,29.3,-2.9,3.6,9.6,33.1,22.1,19.5,16.6,44.2,47.3,48.7,10.7,1.9,12.1,56.8,44.1,32.9,11.3,35.0
Feb-18,32.1,29.1,23.0,12.3,5.9,0.6,44.0,21.7,23.4,16.8,37.8,48.1,47.2,16.9,17.1,25.1,65.5,50.6,39.2,15.3,36.8
Mar-18,20.6,26.8,25.6,15.3,11.7,13.0,39.9,19.0,28.2,12.0,44.8,48.9,48.6,9.3,9.5,17.9,57.6,46.4,35.7,16.4,34.6
Apr-18,22.0,19.9,25.0,10.1,20.1,9.2,48.9,25.9,24.9,19.0,43.4,42.3,49.4,9.5,7.4,14.2,67.7,48.6,35.9,17.1,29.9
May-18,31.7,35.8,21.2,13.0,15.9,9.6,47.0,32.2,29.3,31.8,43.7,43.5,47.6,11.4,7.3,19.4,61.1,35.1,41.7,11.5,21.9
Jun-18,22.0,22.9,28.6,0.7,7.1,11.0,49.6,34.0,28.6,20.9,38.7,42.8,39.0,21.0,4.6,17.6,63.9,57.6,34.4,15.7,35.5
Jul-18,24.6,29.8,23.0,10.9,9.0,12.5,60.7,36.6,18.5,13.9,28.3,32.5,39.7,7.1,1.8,10.5,61.5,52.6,30.5,17.6,30.8
Aug-18,9.1,11.9,17.2,5.5,7.5,12.7,58.8,34.3,16.2,8.6,38.9,37.2,40.0,13.2,4.2,3.0,59.8,56.9,32.5,14.8,31.5
Sep-18,21.8,19.4,20.0,12.1,11.0,-3.6,43.1,22.7,19.7,14.5,35.8,33.6,35.5,11.3,4.1,-1.6,47.6,42.1,30.9,12.7,27.0
Oct-18,20.3,16.1,21.9,-2.1,5.6,0.9,46.5,27.2,14.0,18.6,33.6,40.2,37.6,3.2,-3.3,10.5,57.3,53.8,32.4,15.9,28.8
Nov-18,13.8,13.5,23.8,2.1,9.5,8.7,43.4,27.0,17.6,10.1,27.3,41.4,36.7,6.4,-1.0,6.9,61.7,59.8,34.3,17.2,37.2
Dec-18,11.1,18.1,16.7,8.9,8.6,3.3,42.4,29.8,17.9,7.8,25.8,32.9,31.9,4.8,0.7,2.9,58.9,44.3,32.2,10.3,34.0
Jan-19,14.4,17.7,12.9,2.2,9.2,-4.5,30.5,23.1,10.8,7.0,29.0,31.4,35.2,0.8,-4.3,4.0,42.6,33.0,32.2,15.0,30.0
Feb-19,1.0,1.4,-1.7,5.0,12.2,1.9,19.5,23.5,14.8,6.0,26.2,28.8,35.4,9.9,0.6,4.0,42.5,32.3,24.9,6.8,29.6
Mar-19,10.6,0.9,16.6,1.0,7.1,17.6,16.3,22.2,13.8,10.6,20.1,22.3,25.5,10.8,-5.7,-6.8,43.2,28.1,22.6,6.4,18.6
Apr-19,6.2,12.7,17.8,2.0,-2.0,1.6,15.6,17.7,13.1,8.9,22.0,28.3,26.2,5.8,2.2,-11.1,28.9,27.0,16.7,6.5,29.8
May-19,17.3,7.3,21.4,0.7,1.5,-1.7,18.0,16.9,19.5,11.2,25.0,23.5,29.6,-8.3,5.9,1.3,40.7,36.5,26.1,8.0,22.6
Jun-19,2.2,11.2,18.6,11.1,13.1,4.4,12.3,3.8,15.5,6.4,24.4,35.7,41.5,5.4,5.7,1.6,32.3,28.0,27.0,12.2,28.4
Jul-19,21.7,24.6,23.1,6.3,12.4,8.0,18.3,11.9,30.1,21.4,34.3,44.5,41.1,9.3,7.3,4.3,36.8,36.6,25.1,7.0,37.2
Aug-19,11.7,20.0,15.9,7.8,9.1,7.1,17.3,15.9,5.7,3.3,35.9,43.9,45.0,10.4,2.4,9.5,37.8,25.7,24.6,7.5,25.9
Sep-19,12.9,24.3,25.6,20.4,12.4,17.8,34.4,21.3,17.2,13.7,22.8,31.8,38.5,10.6,1.5,4.3,41.7,33.1,29.3,6.9,25.2
Oct-19,4.9,22.0,16.5,18.1,11.4,6.4,20.9,16.0,25.4,9.4,34.7,38.5,45.0,11.5,-1.5,2.8,38.4,33.6,25.3,12.5,37.6
Nov-19,12.0,10.3,14.1,10.3,13.3,-4.0,10.9,12.4,20.8,7.4,36.0,40.5,39.7,6.8,2.3,6.7,45.4,40.6,26.5,16.4,22.2
Dec-19,3.6,16.5,22.3,9.1,13.8,5.8,22.6,13.1,15.9,12.5,30.6,28.8,35.0,7.1,-5.7,7.2,49.3,44.2,26.3,19.2,27.0
Jan-20,16.6,19.6,21.9,-6.7,-3.9,-2.2,20.6,13.4,18.1,4.7,38.2,41.9,43.7,16.8,-1.7,7.2,42.9,31.9,24.4,14.1,31.0
Feb-20,36.9,33.3,24.9,5.5,3.8,9.3,11.6,14.2,8.9,11.2,42.8,52.3,48.8,17.7,11.8,12.0,34.2,39.6,23.4,25.7,28.9
Mar-20,-17.5,-21.8,-3.7,-12.2,-11.0,4.0,-1.2,4.5,5.9,1.0,32.1,34.4,41.5,15.0,10.4,16.7,13.5,16.9,27.9,12.5,9.7
Apr-20,-60.5,-70.4,-74.8,-15.9,6.3,-11.7,-15.8,-10.4,-45.6,-55.4,42.2,37.0,44.4,18.4,1.9,8.6,21.4,15.2,26.3,28.2,10.8
May-20,-43.5,-32.2,-32.2,-16.2,-10.0,9.9,-2.1,-3.2,-13.7,-7.8,52.0,52.8,44.5,5.9,8.1,-2.2,19.8,13.3,15.0,17.6,13.5
Jun-20,27.8,19.9,27.5,2.0,0.2,1.7,9.6,12.0,-5.1,-8.1,66.3,70.1,67.5,34.7,22.4,5.2,43.2,30.4,29.6,26.6,27.4
Jul-20,29.7,29.6,18.0,6.2,-7.8,-10.6,19.2,12.4,22.6,17.3,36.4,58.3,50.8,22.7,13.1,11.7,43.5,27.8,31.7,25.7,27.2
Aug-20,15.8,16.7,6.7,-2.7,6.2,-1.1,18.2,14.9,9.2,8.5,43.7,57.4,50.0,21.5,9.1,7.8,36.5,27.4,29.1,16.5,25.6
Sep-20,15.8,28.0,38.6,6.4,13.6,-12.5,29.7,19.3,15.1,10.5,56.3,54.2,46.6,26.7,7.1,9.6,54.6,41.6,42.4,29.6,30.2
Oct-20,29.9,42.2,43.3,12.3,22.1,-1.5,32.9,14.8,11.1,24.5,65.0,53.8,56.0,15.4,-0.6,16.2,45.9,45.1,48.4,20.4,37.9
Nov-20,29.9,37.1,25.9,23.8,21.9,1.3,40.4,25.2,28.2,25.9,46.0,51.8,44.0,9.0,1.8,21.6,55.1,42.2,38.9,24.2,26.4
Dec-20,12.5,8.3,21.4,2.0,19.8,10.7,34.3,20.2,7.6,21.8,34.9,36.6,41.2,7.8,3.1,8.0,51.1,35.2,40.1,19.0,25.0
Jan-21,29.9,25.9,22.9,19.4,25.8,11.5,44.9,35.8,24.1,19.8,51.2,44.8,45.0,10.5,1.6,10.2,45.2,33.9,38.5,12.0,34.6
Feb-21,30.1,25.6,27.8,11.9,17.4,19.1,50.4,15.1,24.1,30.8,37.5,36.1,32.8,6.4,3.2,13.5,54.0,43.7,33.1,11.1,26.0
Mar-21,40.1,32.3,18.3,15.0,26.5,16.9,66.6,27.9,29.4,37.2,55.9,46.1,53.3,9.9,16.3,24.1,58.3,42.2,44.6,9.5,31.5
Apr-21,44.4,31.8,24.5,24.9,30.5,16.0,62.3,32.3,29.0,28.6,65.8,60.2,61.5,6.7,4.2,16.2,67.3,61.9,55.7,24.3,35.0
May-21,32.8,26.0,18.7,37.8,37.7,23.8,71.7,40.9,21.2,34.8,54.7,48.0,55.6,16.0,-1.0,15.4,65.1,55.9,50.7,20.8,35.7
Jun-21,31.3,25.7,29.5,24.4,29.0,20.1,80.6,50.6,29.9,18.6,69.0,70.8,74.6,23.0,24.5,12.2,70.9,68.9,54.8,22.0,41.6
Jul-21,27.1,23.3,26.9,21.2,31.4,-2.8,72.8,47.7,31.6,18.7,48.3,47.4,64.3,7.4,-8.0,15.5,63.2,59.6,55.4,24.8,41.1
Aug-21,17.8,19.6,15.6,4.6,25.2,-17.3,74.1,56.3,33.8,21.5,39.1,40.8,44.5,7.9,3.5,21.6,53.2,67.1,42.1,18.2,36.4
Sep-21,31.9,18.9,32.5,12.0,21.7,17.3,72.2,53.4,25.9,32.6,20.1,29.5,40.3,-6.9,8.0,12.5,49.6,61.7,38.5,14.8,23.0
Oct-21,21.0,29.7,26.3,17.0,33.6,19.5,75.7,50.9,28.6,27.0,26.2,28.4,35.0,-19.0,-4.3,23.7,67.9,63.1,40.2,27.6,35.7
Nov-21,42.2,45.9,33.2,29.0,39.8,12.8,82.7,62.4,28.0,30.7,30.4,31.8,40.5,-5.2,-4.5,15.6,69.8,64.6,51.2,13.2,32.0
Dec-21,17.1,20.1,22.8,11.5,32.5,13.1,71.7,51.5,32.6,30.3,14.9,19.4,27.9,-11.8,2.3,12.7,58.8,54.7,56.2,8.9,21.2
Jan-22,23.2,19.9,19.7,20.6,21.7,3.1,70.2,45.7,24.8,8.3,28.8,29.8,47.6,-8.7,-7.6,9.3,77.8,60.5,38.8,10.2,24.2
Feb-22,17.0,14.4,13.1,13.7,23.9,1.4,64.0,46.4,31.5,11.2,25.7,23.1,41.5,-18.5,-18.6,6.7,62.6,55.4,36.7,1.8,20.4
Mar-22,23.4,20.3,26.7,16.8,38.2,3.4,74.6,52.2,41.1,22.6,19.4,20.1,30.7,-16.0,-6.2,30.7,66.1,63.7,38.8,12.8,22.5
Apr-22,11.6,13.5,18.0,3.5,21.0,10.7,77.5,53.2,39.7,19.8,7.3,4.5,28.5,-11.2,-18.2,11.5,65.7,60.6,38.9,-0.1,18.1
May-22,3.6,15.8,32.5,15.2,13.2,1.5,73.6,52.1,27.6,15.6,4.2,13.5,29.5,-24.2,-26.1,2.5,57.5,56.2,27.6,9.1,7.9
Jun-22,-2.9,-8.6,13.1,-5.7,9.5,-0.2,64.6,50.4,27.4,10.1,-7.4,-5.4,5.8,-28.2,-32.4,1.3,57.5,48.3,10.3,7.0,12.9
Jul-22,-7.6,-18.6,16.6,-7.9,-12.1,-8.1,55.6,30.6,21.7,6.3,-19.5,-11.0,10.7,-29.0,-30.6,-4.0,44.9,37.6,14.7,0.7,4.9
Aug-22,4.4,-9.2,20.7,-4.5,1.6,3.2,46.7,25.8,25.2,4.0,-4.7,-5.0,16.3,-34.3,-25.7,5.1,46.1,41.8,24.9,1.7,20.8
Sep-22,-8.4,-14.2,12.0,-21.3,-17.0,-6.6,34.3,29.9,11.8,-0.7,-3.4,3.5,19.3,-18.8,-23.3,3.0,41.0,39.1,22.4,10.2,4.1
Oct-22,-12.0,-17.8,4.5,-17.9,-11.1,-1.3,41.3,30.1,26.2,9.6,-13.2,-14.5,9.4,-24.5,-9.0,-8.5,29.8,27.4,14.9,-2.7,7.6
Nov-22,-16.1,-17.5,7.7,-21.1,-4.1,-7.4,38.2,33.7,7.8,1.7,-5.0,-0.9,10.8,-16.4,-15.9,-7.4,24.5,21.1,14.1,-8.4,7.6
Dec-22,-11.6,-18.8,1.8,-14.2,-10.4,-3.2,32.7,25.8,-3.1,-4.3,-0.1,8.8,18.4,-17.2,-26.7,-15.3,44.7,32.5,18.0,2.0,19.3
